,Unnamed: 0,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EB
8015,8015,8016,15778694,Sievier,1,2,0,1,1,2,2,1,1,0,0,4.480411935
8016,8016,8017,15759555,Murphy,0,1,1,2,2,0,2,1,0,1,0,0.0
8017,8017,8018,15631406,Munro,0,2,1,2,5,2,1,1,0,2,0,0.702460135
8018,8018,8019,15616676,Donnelly,1,2,1,1,3,2,1,1,0,1,1,0.831881203
8019,8019,8020,15771154,North,1,0,0,2,8,2,2,1,1,1,0,1.033944712
8020,8020,8021,15669491,Cruz,2,0,0,2,2,2,1,1,1,0,0,8.314851586
8021,8021,8022,15697691,Sinclair,0,0,0,2,6,0,1,1,1,1,0,0.0
8022,8022,8023,15665180,Vasiliev,1,0,0,1,3,2,1,1,0,1,1,2.304927342
8023,8023,8024,15752588,Vasilyeva,1,0,1,1,1,0,2,1,1,1,0,0.0
8024,8024,8025,15743051,Hamilton,1,0,1,1,10,2,1,1,1,0,0,4.549026913
8025,8025,8026,15571873,Sung,1,0,1,1,9,2,1,1,1,1,0,2.060540433
8026,8026,8027,15679743,Genovesi,1,0,0,1,8,1,1,0,1,1,0,0.697894287
8027,8027,8028,15769412,Atkinson,1,1,1,1,4,2,2,0,0,2,1,1.312884207
8028,8028,8029,15775124,Watterston,2,1,1,1,8,0,2,1,1,0,0,0.0
8029,8029,8030,15732113,Butters,1,1,1,2,8,0,1,0,1,0,0,0.0
8030,8030,8031,15578141,Chien,1,1,1,1,3,0,1,1,1,0,1,0.0
8031,8031,8032,15595874,Gorbunova,1,1,0,1,6,0,2,1,0,2,0,0.0
8032,8032,8033,15755642,Bulgakov,1,0,1,1,5,0,2,1,1,1,0,0.0
8033,8033,8034,15576526,Steele,2,1,1,1,6,0,2,0,1,0,0,0.0
8034,8034,8035,15792489,Polyakova,1,1,1,2,9,0,2,1,0,1,0,0.0
8035,8035,8036,15733705,Bull,0,0,0,1,8,1,2,0,1,1,0,0.731382807
8036,8036,8037,15807221,Weaver,0,1,1,1,1,0,2,0,0,1,0,0.0
8037,8037,8038,15573045,Earl,0,0,1,2,10,2,2,1,1,1,0,1.500108628
8038,8038,8039,15756824,Giordano,1,2,0,2,5,2,2,1,0,0,0,8.103580951
8039,8039,8040,15773520,Begg,1,0,0,2,4,1,2,1,1,2,0,0.553372367
8040,8040,8041,15627439,Pickering,1,1,0,1,10,0,2,0,1,2,0,0.0
8041,8041,8042,15701439,Fanucci,1,1,0,2,1,0,4,1,0,1,1,0.0
8042,8042,8043,15785352,Chang,1,0,1,1,6,1,1,0,0,2,1,0.477455632
8043,8043,8044,15616525,Sopuluchi,2,1,1,1,4,2,1,0,0,1,0,1.024428475
8044,8044,8045,15717489,Martin,2,0,1,1,9,0,1,1,0,0,1,0.0
8045,8045,8046,15795737,McNaughtan,2,1,0,2,3,1,2,1,1,1,0,0.673598247
8046,8046,8047,15693877,Stewart,2,0,0,2,3,2,2,0,0,2,0,0.717259782
8047,8047,8048,15576111,Reagan,2,2,1,1,5,2,1,1,0,1,0,1.971515395
8048,8048,8049,15595713,Heller,0,1,1,1,6,0,1,1,1,0,0,0.0
8049,8049,8050,15808868,Nwokeocha,1,0,0,1,3,2,3,0,0,2,1,0.66805997
8050,8050,8051,15708193,Liu,1,0,1,1,2,0,2,0,0,1,0,0.0
8051,8051,8052,15697801,Sokolova,1,2,0,2,1,1,2,1,1,1,1,1.191791675
8052,8052,8053,15770121,Bancroft,1,0,0,1,9,0,1,1,0,0,0,0.0
8053,8053,8054,15800524,Nnanna,1,2,1,1,3,2,1,1,0,1,0,2.86613614
8054,8054,8055,15686236,Trevisani,0,2,0,2,1,2,1,1,0,1,1,1.340066214
8055,8055,8056,15659807,Nwachinemelu,1,1,1,2,8,2,1,1,1,1,0,1.64604531
8056,8056,8057,15736078,Ting,2,2,0,1,7,2,1,1,0,0,1,8.609629444
8057,8057,8058,15620836,Lo Duca,2,2,0,1,2,2,2,1,0,1,0,1.05346437
8058,8058,8059,15698184,Marshall,0,0,0,2,2,1,2,0,0,0,0,1.876833926
8059,8059,8060,15717643,Band,2,0,0,1,6,1,2,1,1,0,0,7.796824195
8060,8060,8061,15776596,Ferri,2,1,0,1,6,2,1,1,0,2,1,0.812377834
8061,8061,8062,15814757,Carter,0,1,1,1,9,0,2,0,1,2,0,0.0
8062,8062,8063,15812607,Wilson,1,2,0,2,6,1,1,1,1,0,1,4.53639932
8063,8063,8064,15663888,Connor,0,2,1,1,6,2,2,1,0,1,0,1.862520295
8064,8064,8065,15748882,Reid,1,1,1,1,9,0,2,1,0,1,0,0.0
8065,8065,8066,15690829,Sandefur,0,2,1,2,3,2,1,1,0,1,1,0.935831958
8066,8066,8067,15695819,Bidwill,0,2,1,2,5,2,2,1,0,2,0,0.742652892
8067,8067,8068,15696834,Cone,0,0,0,1,5,0,2,0,0,1,0,0.0
8068,8068,8069,15797710,Saunders,1,2,1,1,4,2,1,0,1,1,0,0.751301983
8069,8069,8070,15700654,Liardet,1,2,1,2,9,1,2,1,0,1,0,0.922372747
8070,8070,8071,15583764,Wilkes,2,2,1,1,1,2,1,0,0,1,0,1.348989995
8071,8071,8072,15688849,Martin,1,0,1,2,1,2,3,1,1,2,1,0.585392087
8072,8072,8073,15661473,Boni,2,2,1,2,4,2,1,1,0,2,1,0.649010027
8073,8073,8074,15601030,Patel,2,2,0,1,5,1,1,1,1,2,0,0.560158087
8074,8074,8075,15789557,Howell-Price,2,2,0,1,7,2,1,1,1,1,0,2.190547194
8075,8075,8076,15745250,Simpson,2,0,1,2,8,2,1,0,0,0,1,6.048529279
8076,8076,8077,15590349,Rowland,2,0,0,1,9,0,1,0,0,0,1,0.0
8077,8077,8078,15741693,Barnard,1,0,1,1,4,2,1,1,1,1,0,1.282018184
8078,8078,8079,15618446,Nnonso,0,0,0,2,8,0,2,1,1,1,0,0.0
8079,8079,8080,15766552,Rossi,1,0,1,1,6,0,2,0,0,1,0,0.0
8080,8080,8081,15668775,Pendred,2,0,1,2,3,2,1,1,0,1,0,0.909042051
8081,8081,8082,15757895,Martin,0,2,1,1,6,2,1,0,1,0,0,2.417086706
8082,8082,8083,15774551,K?,2,1,1,1,3,2,1,1,1,2,0,0.599255516
8083,8083,8084,15684011,Miller,0,2,1,1,7,2,1,0,1,2,0,0.752032629
8084,8084,8085,15736146,Afamefula,1,2,1,1,4,1,1,1,1,0,0,1.967696345
8085,8085,8086,15656286,Sims,2,0,1,1,0,0,2,0,0,2,0,0.0
8086,8086,8087,15774847,Knight,1,0,1,2,6,2,1,0,0,0,0,8.219771021
8087,8087,8088,15619340,Obijiaku,1,1,1,1,1,0,2,1,0,0,0,0.0
8088,8088,8089,15815656,Hopkins,0,2,0,1,9,2,1,1,1,2,1,0.501064121
8089,8089,8090,15623357,Onio,1,2,1,1,2,2,1,0,1,2,0,0.668162091
8090,8090,8091,15601324,Black,1,0,0,2,1,0,2,1,1,1,0,0.0
8091,8091,8092,15715510,Eluemuno,2,0,1,1,2,1,2,1,1,1,0,1.302604471
8092,8092,8093,15663770,Doyle,2,0,1,1,1,2,1,1,1,2,0,0.826428904
8093,8093,8094,15779267,Onyemere,1,0,1,2,5,0,2,1,0,1,0,0.0
8094,8094,8095,15597957,Rahman,1,1,1,2,2,0,2,0,1,2,0,0.0
8095,8095,8096,15584620,Su,2,2,0,1,6,2,1,1,0,0,1,6.499074076
8096,8096,8097,15750772,Walker,1,0,0,1,6,2,1,0,1,1,0,1.736973101
8097,8097,8098,15706557,Ferguson,1,0,0,2,0,0,2,1,0,0,1,0.0
8098,8098,8099,15594391,Samaniego,2,0,0,2,2,2,1,0,0,2,1,1.150403416
8099,8099,8100,15661656,Onwumelu,1,0,1,1,2,1,2,1,1,1,0,0.853531166
8100,8100,8101,15631217,Young,1,0,1,1,6,2,1,0,1,0,0,4.648282895
8101,8101,8102,15588955,Mazzi,0,2,0,2,5,1,3,1,0,1,1,0.661248202
8102,8102,8103,15758252,Toscano,0,2,0,2,2,2,2,0,1,1,0,1.452529522
8103,8103,8104,15740223,Walton,0,2,1,2,1,2,3,1,0,1,1,1.250632516
8104,8104,8105,15805413,Chiang,2,0,0,1,6,2,2,1,0,1,0,0.798085904
8105,8105,8106,15635116,Burgos,1,1,1,2,2,0,1,1,0,2,1,0.0
8106,8106,8107,15764892,Spinelli,1,1,0,2,10,1,2,1,1,2,0,0.442421218
8107,8107,8108,15795936,Lung,0,0,1,2,3,0,2,1,0,1,0,0.0
8108,8108,8109,15655232,Noble,0,2,1,1,6,2,2,1,1,2,0,0.786946344
8109,8109,8110,15640133,Pai,1,0,0,1,0,0,2,1,0,2,0,0.0
8110,8110,8111,15751524,Chigozie,1,2,0,1,10,1,1,1,0,0,0,2.080312645
8111,8111,8112,15670552,Peavy,0,0,0,1,3,2,1,1,0,0,0,2.89250391
8112,8112,8113,15623966,Yermakov,0,0,0,1,2,0,2,0,1,0,0,0.0
8113,8113,8114,15752193,Burton,0,1,1,1,6,1,1,1,1,0,0,7.45910961
8114,8114,8115,15607269,Costa,0,2,0,2,2,2,2,1,1,2,0,0.904396754
8115,8115,8116,15700752,Pugliesi,0,0,0,1,6,0,2,1,1,1,0,0.0
8116,8116,8117,15777901,Lindell,1,2,0,2,9,1,1,1,0,2,1,0.514941386
8117,8117,8118,15639117,Sorenson,1,1,0,1,6,0,1,1,0,0,1,0.0
8118,8118,8119,15720203,Arcuri,0,1,1,1,7,0,1,1,0,1,0,0.0
8119,8119,8120,15586236,Banks,1,0,1,1,5,2,3,1,1,1,1,2.424707129
8120,8120,8121,15676645,Parry,0,0,1,2,5,0,2,1,1,1,0,0.0
8121,8121,8122,15715988,Cockett,2,0,1,1,2,0,2,1,1,1,0,0.0
8122,8122,8123,15603749,Galkina,0,0,0,2,2,0,1,1,1,0,1,1.107575049
8123,8123,8124,15608956,Su,1,0,1,1,1,0,1,0,0,0,0,0.0
8124,8124,8125,15733872,Marino,2,2,0,1,10,2,2,0,0,1,1,2.410771543
8125,8125,8126,15666982,Spears,1,2,0,1,9,2,1,1,0,1,0,1.629767871
8126,8126,8127,15602647,Cunningham,2,2,1,1,6,2,1,1,1,2,1,0.688819217
8127,8127,8128,15623063,Taylor,1,2,1,1,8,2,1,1,0,1,1,0.862066222
8128,8128,8129,15682928,Chiazagomekpere,1,1,1,1,4,1,1,1,1,0,0,52.67104512
8129,8129,8130,15729246,Hardacre,2,1,1,1,5,0,2,1,1,1,0,0.0
8130,8130,8131,15588928,Maslow,1,0,1,2,5,0,2,1,1,1,0,0.0
8131,8131,8132,15803352,Scott,1,2,1,1,3,2,2,1,1,1,0,2.696678044
8132,8132,8133,15607485,Wakelin,1,1,0,1,4,0,2,0,0,1,0,0.0
8133,8133,8134,15656249,Esposito,2,0,0,1,3,2,2,1,1,1,0,0.869139862
8134,8134,8135,15761783,Shah,0,0,1,2,6,0,1,1,1,2,0,0.0
8135,8135,8136,15716605,Chukwufumnanya,1,2,0,1,7,2,2,1,0,2,0,0.594997582
8136,8136,8137,15757425,Fleming,1,0,0,1,1,0,2,1,1,1,0,0.0
8137,8137,8138,15603096,Lori,0,0,1,1,6,2,1,0,0,1,1,1.896320505
8138,8138,8139,15588580,Kennedy,1,2,0,1,4,2,1,1,1,1,0,1.561013622
8139,8139,8140,15770539,Walters,2,0,1,1,1,2,1,1,1,1,0,1.120070712
8140,8140,8141,15572022,Han,1,0,0,1,6,0,1,0,1,0,0,0.0
8141,8141,8142,15571843,Lawrence,0,1,1,1,1,0,1,1,0,1,0,0.0
8142,8142,8143,15752502,Cooke,1,0,1,2,4,2,1,0,1,1,0,0.997886684
8143,8143,8144,15609058,Wan,1,0,1,1,1,2,1,0,1,1,0,0.926177719
8144,8144,8145,15775108,Lo Duca,0,0,1,1,1,2,2,0,1,2,0,0.533855911
8145,8145,8146,15708904,Yermakova,2,0,0,1,9,0,1,0,0,1,0,0.0
8146,8146,8147,15600086,Combs,1,0,1,2,7,2,1,1,1,2,0,0.728231223
8147,8147,8148,15814675,Chien,1,2,0,1,8,2,1,1,0,1,1,2.075712915
8148,8148,8149,15572777,Meng,2,1,1,2,7,1,1,1,1,0,0,2.264922855
8149,8149,8150,15585106,Calabresi,0,2,0,1,8,1,2,1,0,2,0,0.301989614
8150,8150,8151,15738936,Stevenson,2,2,1,1,5,2,2,0,1,1,0,1.200065698
8151,8151,8152,15750970,Davidson,0,1,1,1,1,2,1,1,1,2,0,0.64773855
8152,8152,8153,15725772,Ch'in,1,1,0,1,2,0,2,1,1,1,0,0.0
8153,8153,8154,15692106,Rose,1,1,0,1,3,2,3,1,0,0,1,3.240547698
8154,8154,8155,15791533,Ch'ien,0,1,1,2,6,1,1,1,0,2,1,0.554496465
8155,8155,8156,15715715,Artyomova,2,1,1,1,2,0,2,1,1,1,0,0.0
8156,8156,8157,15785576,Mayrhofer,0,2,1,2,9,2,1,1,0,1,0,0.949526686
8157,8157,8158,15798834,Yefremov,2,1,0,1,7,0,1,0,0,1,0,0.0
8158,8158,8159,15744127,Kosovich,1,0,0,1,2,0,2,1,0,0,0,0.0
8159,8159,8160,15637427,Lu,0,1,0,1,6,0,2,1,1,0,0,0.0
8160,8160,8161,15576990,Taplin,2,2,0,1,5,2,1,1,0,1,0,2.626235876
8161,8161,8162,15615352,Ebelechukwu,1,0,1,1,4,2,2,0,1,0,0,2.776354955
8162,8162,8163,15647333,Fleming,1,0,1,1,4,2,1,1,0,0,0,6.446000435
8163,8163,8164,15572050,Yefimov,2,2,1,2,3,2,1,1,1,0,1,5.00660841
8164,8164,8165,15581370,Andreyeva,1,1,1,1,2,2,2,1,0,0,0,4.241609757
8165,8165,8166,15813503,Pickering,1,1,1,1,8,2,2,1,0,1,0,1.736408573
8166,8166,8167,15769783,Allan,0,1,1,1,8,0,1,1,1,0,0,0.0
8167,8167,8168,15793135,Wang,1,2,0,1,7,2,1,1,1,1,0,1.214608138
8168,8168,8169,15599182,Reynolds,1,1,0,1,2,0,2,1,1,0,0,0.0
8169,8169,8170,15689517,Hales,1,0,1,1,3,2,1,1,0,2,0,0.784447342
8170,8170,8171,15641366,Y?an,1,2,1,2,1,2,1,0,1,1,1,1.380003299
8171,8171,8172,15588859,Rowley,0,1,0,2,0,2,2,1,0,0,1,61.44000603
8172,8172,8173,15732293,Chia,2,1,1,1,8,0,2,1,1,1,0,0.0
8173,8173,8174,15568032,Moore,2,2,1,1,1,2,3,1,0,2,0,0.780291171
8174,8174,8175,15623525,Copeland,0,1,1,1,0,2,1,1,1,1,0,1.720453183
8175,8175,8176,15606601,Rishel,0,0,0,1,6,2,2,1,0,1,0,2.548739473
8176,8176,8177,15800811,Wan,1,0,1,1,3,2,1,0,1,1,0,1.017119769
8177,8177,8178,15610711,Eluemuno,1,2,0,1,8,2,1,0,0,2,0,0.767232507
8178,8178,8179,15809654,Hsia,1,0,0,2,7,2,2,1,1,1,0,0.87305922
8179,8179,8180,15576077,Kelly,1,0,0,1,9,2,1,0,1,1,0,1.543428721
8180,8180,8181,15643378,Muir,2,0,1,2,1,2,1,1,1,1,0,1.354082945
8181,8181,8182,15566790,McIntyre,1,0,1,1,8,2,2,0,1,0,0,2.823386419
8182,8182,8183,15774402,Donaldson,0,1,1,1,5,0,1,0,1,2,0,0.0
8183,8183,8184,15694641,Wright,1,1,0,2,2,0,2,1,1,2,0,0.0
8184,8184,8185,15605916,Uvarova,1,0,0,2,3,0,1,1,0,2,1,0.0
8185,8185,8186,15812356,Doherty,2,2,0,1,6,1,2,0,1,2,0,0.58328595
8186,8186,8187,15644179,Allen,1,0,0,1,3,0,2,1,0,0,1,0.0
8187,8187,8188,15771674,Ma,1,1,0,1,5,2,2,1,0,1,0,2.968603721
8188,8188,8189,15623314,Tucker,0,2,0,2,3,2,1,1,0,1,0,2.429034112
8189,8189,8190,15613292,Ch'eng,1,0,1,1,8,0,2,1,0,1,0,0.0
8190,8190,8191,15813871,Hs?,1,0,1,2,2,0,2,1,0,2,0,0.0
8191,8191,8192,15759480,H?,1,0,0,1,10,2,1,1,1,0,0,6.973109776
8192,8192,8193,15587712,Chimaijem,1,0,1,1,8,2,1,1,0,0,0,4.245313054
8193,8193,8194,15671165,Esomchi,1,0,0,2,5,2,1,1,1,1,0,1.966106311
8194,8194,8195,15620746,Lorenzo,1,0,1,2,4,2,1,1,0,1,0,1.248687852
8195,8195,8196,15706537,Pirogov,0,2,0,2,7,2,1,0,1,2,0,0.583016508
8196,8196,8197,15589312,Larkin,1,0,1,1,3,2,1,0,0,2,0,0.650277369
8197,8197,8198,15741180,Eddy,1,0,1,2,6,2,1,1,1,0,0,2.253531475
8198,8198,8199,15733888,Sells,1,1,0,1,3,2,1,1,0,2,1,0.700081609
8199,8199,8200,15798532,Crawford,2,0,1,1,9,2,2,0,1,1,0,1.532128702
8200,8200,8201,15577359,Bezrukov,2,1,1,2,5,0,1,1,0,1,1,0.0
8201,8201,8202,15614936,Mancini,2,1,0,2,10,1,1,0,1,0,0,7.386838233
8202,8202,8203,15747647,Iadanza,1,1,0,1,4,0,2,1,0,1,0,0.0
8203,8203,8204,15588566,Wilkinson,2,1,1,1,5,2,2,1,1,0,0,3.555646866
8204,8204,8205,15570141,P'eng,2,0,0,1,3,2,1,1,0,1,0,1.647811201
8205,8205,8206,15800793,St Clair,0,2,0,1,4,2,1,1,0,2,0,0.982031227
8206,8206,8207,15572415,Preston,0,0,1,1,6,0,2,1,1,2,0,0.0
8207,8207,8208,15635125,Findlay,0,1,1,2,2,2,2,1,1,1,0,2.313982073
8208,8208,8209,15636551,Nixon,1,0,0,1,3,2,2,1,0,0,0,4.092284725
8209,8209,8210,15600912,Gorshkov,1,2,1,1,5,1,2,1,1,1,0,0.84802189
8210,8210,8211,15768476,Chukwubuikem,1,1,1,1,6,0,2,1,1,1,0,0.0
8211,8211,8212,15650266,Medvedeva,1,2,1,1,2,2,2,1,1,2,0,0.753636703
8212,8212,8213,15621004,Chukwuhaenye,1,0,1,1,7,0,1,1,0,2,1,0.0
8213,8213,8214,15748352,Endrizzi,1,1,1,1,0,2,1,0,1,0,0,2.415929879
8214,8214,8215,15788920,Ch'ang,2,2,0,1,4,2,2,1,0,1,0,1.977554972
8215,8215,8216,15743236,Piccio,1,0,0,2,7,1,1,1,0,1,1,0.613368364
8216,8216,8217,15637717,Lockington,1,2,1,2,4,2,2,1,1,0,0,2.528620895
8217,8217,8218,15635500,Seleznyov,1,2,1,2,2,1,1,0,1,2,0,0.328518357
8218,8218,8219,15634792,Weston,0,0,0,1,9,0,2,0,1,0,0,0.0
8219,8219,8220,15607560,Groom,0,0,0,1,2,0,2,1,1,0,0,0.0
8220,8220,8221,15727177,Manfrin,0,0,1,2,6,2,1,1,0,2,1,1.178063817
8221,8221,8222,15774358,Robertson,0,2,1,2,4,2,1,1,0,1,1,1.522917068
8222,8222,8223,15791304,Ch'ang,1,2,1,1,7,2,1,1,1,0,0,4.688623839
8223,8223,8224,15603328,Lucchesi,0,0,1,1,1,1,1,1,1,0,0,37.01699899
8224,8224,8225,15804937,Cambage,1,0,1,2,3,0,2,0,0,1,0,0.0
8225,8225,8226,15804142,Tan,1,1,0,2,3,2,2,1,0,1,1,1.772388939
8226,8226,8227,15608845,Tao,2,1,0,1,3,2,1,1,0,1,0,1.662790128
8227,8227,8228,15702434,Hsieh,2,0,0,1,3,0,2,1,0,1,0,0.0
8228,8228,8229,15632609,Burdekin,0,0,0,1,10,2,1,1,0,0,0,4.878504089
8229,8229,8230,15603550,Longo,1,2,0,1,7,1,2,1,0,1,0,0.503259672
8230,8230,8231,15755239,Maughan,2,2,1,1,4,2,2,1,1,1,0,1.407984912
8231,8231,8232,15670528,Franz,2,2,1,2,0,2,1,1,0,0,1,6.309580564
8232,8232,8233,15732704,Piazza,0,1,1,1,9,2,2,1,0,1,0,2.828424098
8233,8233,8234,15589019,Morant,1,1,0,1,4,1,1,1,1,2,0,0.581022291
8234,8234,8235,15677796,Becher,2,2,1,2,9,2,1,1,0,2,1,0.760818136
8235,8235,8236,15760177,Lombardi,0,1,1,1,9,2,1,1,1,1,0,0.686501154
8236,8236,8237,15636595,Loton,1,1,1,1,3,2,2,0,1,2,0,0.702657861
8237,8237,8238,15737275,Conti,1,0,1,1,3,2,1,1,1,1,0,1.874466895
8238,8238,8239,15672905,Sani,1,1,0,1,7,0,2,1,1,2,0,0.0
8239,8239,8240,15753955,Lori,1,1,1,1,7,2,2,0,0,2,0,0.957173182
8240,8240,8241,15708504,Wong,2,2,1,2,8,2,1,1,1,2,1,0.688147306
8241,8241,8242,15592451,Lombardi,0,0,1,1,9,0,2,1,0,0,0,0.0
8242,8242,8243,15790455,Obialo,0,0,0,2,2,0,1,0,1,1,1,0.0
8243,8243,8244,15572174,Mazzi,2,0,1,1,3,2,2,0,1,1,0,2.091137983
8244,8244,8245,15656330,Von Doussa,0,1,0,1,0,1,1,1,1,2,0,0.400086278
8245,8245,8246,15569626,Miller,0,1,1,1,5,2,1,1,1,1,0,1.00260478
8246,8246,8247,15608726,Miracle,1,0,1,1,7,0,2,1,1,2,0,0.0
8247,8247,8248,15637366,Su,0,2,0,1,5,2,2,1,1,1,0,0.901683973
8248,8248,8249,15778049,Wyatt,1,2,1,1,6,2,1,0,0,0,0,3.870021497
8249,8249,8250,15727421,Anayolisa,1,0,0,1,6,0,2,1,1,0,0,0.0
8250,8250,8251,15688865,Wade,2,0,0,1,9,0,2,0,0,0,0,0.0
8251,8251,8252,15751032,Enemuo,1,2,0,1,1,0,2,0,0,0,0,0.715628751
8252,8252,8253,15734737,Bruno,2,0,1,2,9,0,2,1,1,2,0,0.0
8253,8253,8254,15746515,Greece,2,0,1,1,7,2,3,1,1,0,1,5.150619861
8254,8254,8255,15664311,Yang,1,2,1,1,3,2,1,1,1,2,0,0.742982526
8255,8255,8256,15708139,Brown,0,0,0,1,1,2,1,1,0,2,0,0.769645106
8256,8256,8257,15768574,Anderson,1,1,1,2,1,2,1,1,1,0,0,8.209861077
8257,8257,8258,15738018,Johnston,0,0,1,1,5,0,2,0,0,1,0,0.0
8258,8258,8259,15699753,Zakharov,1,0,1,2,1,1,1,1,0,0,0,3.636180371
8259,8259,8260,15703199,Golibe,1,1,1,1,3,1,1,0,0,1,0,0.971195997
8260,8260,8261,15627830,Nikitina,1,2,0,1,5,0,1,0,1,1,0,0.227632013
8261,8261,8262,15570855,Leonard,1,0,1,1,7,0,2,1,1,1,0,0.0
8262,8262,8263,15772503,Burns,2,0,0,1,4,0,2,1,0,1,0,0.0
8263,8263,8264,15584453,Burtch,0,1,1,1,10,0,2,0,1,2,0,0.0
8264,8264,8265,15710111,Clark,2,0,1,1,6,0,2,0,0,0,0,0.0
8265,8265,8266,15618562,Woodward,1,2,0,1,0,2,1,1,0,2,1,0.873537506
8266,8266,8267,15706764,Spencer,0,0,0,1,1,0,2,1,0,0,0,0.0
8267,8267,8268,15798737,Chao,1,0,1,1,8,0,2,1,0,1,0,0.0
8268,8268,8269,15712608,Costa,2,2,0,2,2,1,2,0,1,0,0,1.682344523
8269,8269,8270,15636736,McLachlan,1,0,0,2,7,0,2,0,1,2,1,0.0
8270,8270,8271,15703544,Hung,0,1,1,1,0,0,1,1,0,2,0,0.0
8271,8271,8272,15815645,Akhtar,0,0,1,1,8,2,2,1,1,2,0,0.869898025
8272,8272,8273,15705739,Toscani,2,2,1,1,5,2,1,1,0,1,0,1.074548518
8273,8273,8274,15709643,Gray,1,0,1,1,1,0,3,1,0,1,0,0.0
8274,8274,8275,15669805,Warren,2,2,0,1,1,2,1,1,0,2,0,0.499650097
8275,8275,8276,15737489,Ramsden,1,1,0,2,5,2,1,0,0,1,0,1.082549468
8276,8276,8277,15775131,Bartlett,0,1,1,1,9,2,2,0,1,1,0,1.110597163
8277,8277,8278,15765283,Wenz,1,2,0,1,3,2,2,1,0,1,0,1.433522198
8278,8278,8279,15628715,Kisch,1,0,0,1,8,0,2,1,1,1,0,0.0
8279,8279,8280,15813283,Mai,1,0,0,1,2,0,1,0,0,0,0,0.0
8280,8280,8281,15745716,McGregor,1,1,1,2,7,0,2,0,1,1,0,0.0
8281,8281,8282,15598485,Pinto,0,1,1,1,8,0,1,1,1,1,0,0.301129423
8282,8282,8283,15696552,Newman,2,0,0,1,4,1,2,1,0,2,0,0.483208243
8283,8283,8284,15754569,Pagnotto,1,0,1,2,1,0,2,1,1,1,0,0.0
8284,8284,8285,15701741,Williams,1,0,0,1,3,2,1,1,0,1,0,1.688291372
8285,8285,8286,15572631,Ndubuisi,1,0,1,1,10,0,1,0,1,1,0,0.0
8286,8286,8287,15636069,Plummer,1,1,1,1,7,2,1,1,0,0,0,84.37294655
8287,8287,8288,15682467,Chimezie,2,0,0,1,1,2,1,1,1,1,0,1.156734765
8288,8288,8289,15790744,Nash,2,0,0,1,9,1,2,1,0,1,0,0.95314648
8289,8289,8290,15625023,Onochie,1,0,1,1,4,0,1,0,1,1,0,0.0
8290,8290,8291,15731267,Rizzo,2,0,1,1,4,1,1,1,0,1,0,0.877181205
8291,8291,8292,15742879,Boni,1,1,1,1,1,2,1,1,1,1,0,2.132106147
8292,8292,8293,15757015,Davies,2,2,0,2,5,2,1,1,0,2,0,0.602672703
8293,8293,8294,15770711,Lu,2,2,0,1,4,1,1,0,1,0,0,4.199469376
8294,8294,8295,15569430,Burrows,1,1,0,1,2,2,2,1,0,2,0,1.154368462
8295,8295,8296,15617304,Ershova,2,0,1,1,6,0,2,1,1,1,0,0.0
8296,8296,8297,15704466,Udokamma,1,0,0,1,7,0,2,1,0,2,0,0.0
8297,8297,8298,15664681,Aitken,1,0,0,1,2,2,2,0,0,0,0,7.163431817
8298,8298,8299,15605534,Turnbull,1,2,0,2,4,1,1,0,0,1,1,1.315731327
8299,8299,8300,15792473,Reilly,1,2,0,2,5,1,3,0,1,1,1,1.377550063
8300,8300,8301,15802625,Hardy,2,2,1,2,7,1,1,1,1,0,0,3.60074265
8301,8301,8302,15766017,Brookman,1,2,1,2,3,1,1,1,1,1,1,0.843876248
8302,8302,8303,15762172,Kerr,2,0,0,1,2,0,2,1,0,2,0,0.0
8303,8303,8304,15728333,McBurney,0,0,1,2,8,0,1,1,1,1,0,0.0
8304,8304,8305,15792868,Mickey,1,0,1,2,1,0,2,1,0,2,0,0.0
8305,8305,8306,15605698,Harrison,2,0,1,2,3,0,3,1,1,1,1,0.0
8306,8306,8307,15777060,Olszewski,2,0,0,1,4,0,1,1,0,0,1,0.0
8307,8307,8308,15626243,Chijioke,1,0,1,1,3,2,1,1,1,0,0,4.261614236
8308,8308,8309,15719898,Young,0,0,1,1,7,2,2,1,1,0,0,4.83301045
8309,8309,8310,15599976,Bellasis,2,0,0,1,9,0,2,1,0,1,0,0.0
8310,8310,8311,15752809,De Mestre,1,1,1,2,6,2,1,1,0,1,0,1.885017991
8311,8311,8312,15589698,De Luca,0,2,1,2,6,2,1,1,1,0,1,2.593050529
8312,8312,8313,15609977,Mundy,1,0,1,2,6,1,1,1,0,1,0,1.225393665
8313,8313,8314,15750121,Tung,1,0,1,1,3,0,1,1,0,0,0,0.0
8314,8314,8315,15734177,Donahue,1,0,1,1,4,0,2,1,1,2,0,0.0
8315,8315,8316,15781347,Okagbue,1,0,0,2,1,0,2,1,1,1,0,0.0
8316,8316,8317,15592025,Nnaemeka,1,0,1,2,7,0,2,1,1,1,0,0.0
8317,8317,8318,15670163,Verjus,1,0,0,1,4,0,2,0,0,1,0,0.0
8318,8318,8319,15765402,H?,0,0,0,1,6,2,1,0,0,1,0,1.398823922
8319,8319,8320,15624343,Napolitani,1,1,0,2,7,2,1,0,0,0,0,3.085259264
